Player;_x;Apps_x;Mins_x;Goals_x;Assists_x;Yel;Red;SpG_x;PS%_x;AerialsWon;MotM;Rating_x;_y;Apps_y;Mins_y;Tackles;Inter;Fouls;Offsides;Clear;Drb_x;Blocks;OwnG;Rating_y;_x;Apps_x;Mins_x;Goals_y;Assists_y;SpG_y;KeyP_x;Drb_y;Fouled;Off;Disp;UnsTch;Rating_x;_y;Apps_y;Mins_y;Assists;KeyP_y;AvgP;PS%_y;Crosses;LongB;ThrB;Rating_y
"146
Álex Sola
Deportivo Alaves, 24, D(R),M(R)";;11(10);993;-;2;2;-;1.1;68.7;0.7;-;6.63;;11(10);993;1.1;0.4;0.5;-;0.4;0.3;0.1;-;6.63;;11(10);993;-;2;1.1;1;1.7;1;0.4;0.7;1.2;6.63;;11(10);993;2;1;11.1;68.7;0.9;0.2;-;6.63
"147
Isi Palazón
Rayo Vallecano, 29, AM(R)";;24(1);1925;3;1;5;-;2;74;1;-;6.63;;24(1);1925;1.2;0.6;0.9;-;1;1;-;-;6.63;;24(1);1925;3;1;2;0.8;0.7;1.9;0.3;1.8;2.4;6.63;;24(1);1925;1;0.8;28.7;74;0.6;1.4;0.1;6.63
"148
Íñigo Lekue
Athletic Club, 30, D(LR),M(LR)";;15(3);1331;-;2;4;-;0.3;78.4;0.6;-;6.62;;15(3);1331;1.6;0.4;0.7;0.5;1.6;1.2;0.1;-;6.62;;15(3);1331;-;2;0.3;0.7;0.8;0.2;-;0.4;0.6;6.62;;15(3);1331;2;0.7;35.8;78.4;0.3;1.3;0.1;6.62
"149
Dani Vivian
Athletic Club, 24, D(C)";;24;2139;-;-;5;-;0.3;83.6;0.8;-;6.62;;24;2139;1.3;0.8;1.2;0.8;3.2;0.5;0.8;-;6.62;;24;2139;-;-;0.3;0.2;0.1;0.9;-;0.1;0.8;6.62;;24;2139;-;0.2;49.7;83.6;-;3.5;-;6.62
"150
Jesús Areso
Osasuna, 24, D(R)";;18(7);1680;1;2;1;-;0.2;80.7;0.8;-;6.61;;18(7);1680;1.1;0.4;0.8;0.3;1.2;0.2;0.4;-;6.61;;18(7);1680;1;2;0.2;0.8;1.1;0.4;-;0.5;1.4;6.61;;18(7);1680;2;0.8;24;80.7;0.8;0.9;-;6.61
"151
Sandro Ramírez
Las Palmas, 28, AM(LR),FW";;12(3);1029;-;3;1;-;1.7;83.1;0.3;-;6.61;;12(3);1029;0.5;0.1;0.5;0.1;0.6;0.3;0.1;-;6.61;;12(3);1029;-;3;1.7;1.3;0.9;1.1;0.5;0.9;2.9;6.61;;12(3);1029;3;1.3;22.1;83.1;0.8;0.7;-;6.61
"152
David Soria
Getafe, 30, GK";;26;2340;-;-;3;-;-;46.2;0.2;1;6.61;;26;2340;-;-;-;-;0.8;0.1;-;-;6.61;;26;2340;-;-;-;-;-;-;-;-;0.2;6.61;;26;2340;-;-;31.1;46.2;-;10.5;-;6.61
"153
Cristhian Mosquera
Valencia, 19, D(C)";;20(3);1905;-;-;2;-;0.3;89.4;1.6;1;6.61;;20(3);1905;1.4;1;0.7;0.7;3.7;0.4;0.4;-;6.61;;20(3);1905;-;-;0.3;-;0.2;0.7;-;0.2;0.5;6.61;;20(3);1905;-;-;42.6;89.4;-;1.6;-;6.61
"154
Rubén Duarte
Deportivo Alaves, 28, D(CL)";;16(6);1435;2;-;5;-;0.6;71.3;0.8;-;6.61;;16(6);1435;1.5;0.9;1.1;0.2;2;0.3;0.2;-;6.61;;16(6);1435;2;-;0.6;0.5;0.1;1;-;0.2;0.4;6.61;;16(6);1435;-;0.5;23.3;71.3;0.8;1.9;-;6.61
"155
Saúl Coco
Las Palmas, 25, D(C)";;16(4);1479;1;-;4;-;0.8;89.7;2;1;6.61;;16(4);1479;1;0.8;0.7;1.3;4.1;0.3;0.6;-;6.61;;16(4);1479;1;-;0.8;0.1;-;0.7;-;0.3;0.3;6.61;;16(4);1479;-;0.1;45.7;89.7;-;1.6;-;6.61
"156
Matija Nastasic
Mallorca, 30, D(C)";;18(1);1627;2;-;7;-;0.3;79.4;1.4;1;6.61;;18(1);1627;1.2;1;0.9;0.5;4.1;0.3;0.8;-;6.61;;18(1);1627;2;-;0.3;0.2;-;0.4;0.1;-;0.2;6.61;;18(1);1627;-;0.2;34.7;79.4;0.1;3.1;-;6.61
"157
Santi Comesaña
Villarreal, 27, M(C)";;12(6);1046;2;-;6;-;0.7;87.4;1.3;1;6.60;;12(6);1046;1.6;0.9;1.2;0.1;0.8;0.8;0.4;-;6.60;;12(6);1046;2;-;0.7;0.3;0.4;0.9;0.1;0.6;0.8;6.60;;12(6);1046;-;0.3;28.7;87.4;-;1;0.1;6.60
"158
Óscar Mingueza
Celta Vigo, 24, D(CR),M(R)";;22(4);1983;1;2;2;-;0.8;77.5;0.5;1;6.60;;22(4);1983;1.5;0.5;0.5;0.2;0.8;1.3;0.2;-;6.60;;22(4);1983;1;2;0.8;1.3;0.7;1.3;-;0.6;0.7;6.60;;22(4);1983;2;1.3;33.6;77.5;0.9;1.6;0.2;6.60
"159
Aitor Paredes
Athletic Club, 23, D(C)";;22(3);1953;1;-;4;-;0.5;86.1;1.8;-;6.60;;22(3);1953;0.4;0.8;1.1;0.8;2.9;0.2;0.3;-;6.60;;22(3);1953;1;-;0.5;0.1;-;0.3;-;-;0.2;6.60;;22(3);1953;-;0.1;45.1;86.1;-;2.8;-;6.60
"160
Adrià Pedrosa
Sevilla, 25, D(L),M(L)";;12(11);1388;1;4;1;-;0.6;78.2;0.4;-;6.60;;12(11);1388;1.6;0.6;0.2;0.3;1.2;0.4;0.1;-;6.60;;12(11);1388;1;4;0.6;0.8;0.5;1.3;-;0.9;1.4;6.60;;12(11);1388;4;0.8;23.2;78.2;0.7;0.9;-;6.60
"161
Ander Guevara
Deportivo Alaves, 26, DMC";;25;2205;1;-;6;-;0.6;76.4;1.4;1;6.60;;25;2205;1.8;0.4;1.5;-;1.1;0.9;0.3;-;6.60;;25;2205;1;-;0.6;0.7;0.7;1;-;0.8;0.9;6.60;;25;2205;-;0.7;45.5;76.4;0.1;2;-;6.60
"162
Manu Sánchez
Celta Vigo, 23, D(L)";;15(6);1447;-;4;2;-;0.3;76.2;0.3;-;6.59;;15(6);1447;2.1;0.7;0.9;0.3;1.9;0.9;0.1;-;6.59;;15(6);1447;-;4;0.3;0.8;0.5;0.2;-;0.5;1.1;6.59;;15(6);1447;4;0.8;24.8;76.2;0.7;0.8;-;6.59
"163
Ferland Mendy
Real Madrid, 28, D(L),M(L)";;14(2);1120;-;-;5;-;0.2;94.5;0.2;-;6.59;;14(2);1120;0.6;0.8;0.8;0.1;0.9;0.2;0.1;-;6.59;;14(2);1120;-;-;0.2;0.4;0.8;0.6;-;0.6;0.9;6.59;;14(2);1120;-;0.4;45.1;94.5;0.1;1.3;-;6.59
"164
Robert Navarro
Cadiz, 21, AM(L)";;12(4);945;-;1;-;1;0.8;77.2;0.6;1;6.59;;12(4);945;1.8;0.6;0.6;-;0.3;0.8;-;-;6.59;;12(4);945;-;1;0.8;1.3;1.6;0.9;0.2;1.1;2.4;6.59;;12(4);945;1;1.3;16.7;77.2;1.1;0.2;-;6.59
"165
Gastón Álvarez
Getafe, 23, D(CL)";;20(3);1777;1;-;5;-;0.5;74;1.5;-;6.59;;20(3);1777;2;1.3;1.1;0.6;2.6;0.5;0.4;-;6.59;;20(3);1777;1;-;0.5;0.1;0.1;0.3;-;0.2;0.9;6.59;;20(3);1777;-;0.1;26.3;74;0.1;2;-;6.59
"166
Andoni Gorosabel
Deportivo Alaves, 27, D(R)";;24(1);2137;-;-;5;-;0.4;81.8;0.8;1;6.59;;24(1);2137;1.6;0.7;0.9;0.2;2.2;1.2;0.2;-;6.59;;24(1);2137;-;-;0.4;0.4;0.7;1;-;0.7;0.9;6.59;;24(1);2137;-;0.4;29.2;81.8;0.4;0.8;-;6.59
"167
Johan Mojica
Osasuna, 31, D(L),M(L)";;14(4);1252;-;2;1;-;0.7;76.8;0.5;-;6.59;;14(4);1252;1.2;1;0.9;0.3;1.1;0.3;0.1;-;6.59;;14(4);1252;-;2;0.7;0.9;0.4;0.4;-;0.3;1.7;6.59;;14(4);1252;2;0.9;31.9;76.8;1.2;1.8;0.1;6.59
"168
Dion Lopy
Almeria, 22, DMC";;19(5);1609;-;-;3;-;0.7;84.1;1;1;6.59;;19(5);1609;2.2;0.5;0.8;-;0.8;0.8;0.2;-;6.59;;19(5);1609;-;-;0.7;0.5;1.2;1.4;-;0.6;0.8;6.59;;19(5);1609;-;0.5;30.4;84.1;0.1;2.3;-;6.59
"169
Ilias Akhomach
Villarreal, 19, AM(R)";;12(10);1123;1;2;3;-;0.9;79.6;0.2;-;6.59;;12(10);1123;1.3;0.4;1.5;-;0.2;0.2;0.1;-;6.59;;12(10);1123;1;2;0.9;0.8;1.8;1.1;0.1;1.1;1.7;6.59;;12(10);1123;2;0.8;14.9;79.6;0.3;0.3;-;6.59
"170
Nemanja Gudelj
Sevilla, 32, D(C),M(C)";;16;1378;1;-;6;-;1.2;86.6;1.9;-;6.58;;16;1378;1.1;1.2;1.4;0.3;2.9;0.8;0.4;-;6.58;;16;1378;1;-;1.2;0.3;0.1;0.5;-;0.2;0.5;6.58;;16;1378;-;0.3;54.5;86.6;0.1;2.2;-;6.58
"171
Sergio Herrera
Osasuna, 30, GK";;22;1970;-;-;2;-;-;59.6;0.3;-;6.58;;22;1970;-;-;-;-;0.9;-;-;-;6.58;;22;1970;-;-;-;-;-;0.2;-;-;0.1;6.58;;22;1970;-;-;33.5;59.6;-;9.5;-;6.58
"172
Arnau Martínez
Girona, 20, D(R)";;12(3);997;-;2;4;-;0.1;90;0.5;-;6.58;;12(3);997;1.4;0.7;0.9;0.2;2;0.9;0.3;-;6.58;;12(3);997;-;2;0.1;0.6;0.1;1.2;0.1;0.4;0.8;6.58;;12(3);997;2;0.6;38.6;90;0.3;0.5;0.1;6.58
"173
Nahuel Molina
Atletico, 25, D(R),M(R)";;15(8);1416;2;3;3;-;0.4;77.9;0.1;-;6.58;;15(8);1416;1.2;0.3;0.7;0.1;1;0.9;0.1;-;6.58;;15(8);1416;2;3;0.4;0.7;0.5;0.6;0.2;0.5;1.2;6.58;;15(8);1416;3;0.7;35;77.9;0.7;1.5;-;6.58
"174
Edgar González
Almeria, 26, D(C),DMC";;22;1815;2;-;4;1;0.5;85.1;2.5;1;6.58;;22;1815;1.5;1.2;1;0.4;4.2;0.6;0.9;-;6.58;;22;1815;2;-;0.5;0.2;0.2;0.2;0.1;0.1;0.4;6.58;;22;1815;-;0.2;43.2;85.1;-;2;-;6.58
"175
Antonio Sivera
Deportivo Alaves, 27, GK";;26;2340;-;-;2;-;-;56.3;0.2;-;6.57;;26;2340;-;-;-;-;1.1;-;-;-;6.57;;26;2340;-;-;-;0.1;-;0.1;-;-;0.1;6.57;;26;2340;-;0.1;28.3;56.3;-;8.2;-;6.57
"176
Dani Parejo
Villarreal, 34, M(C)";;19(2);1707;2;1;3;-;0.3;90.3;1;1;6.57;;19(2);1707;1.4;0.4;0.6;-;0.9;0.8;0.2;-;6.57;;19(2);1707;2;1;0.3;0.9;0.6;1.9;-;0.8;0.6;6.57;;19(2);1707;1;0.9;56.7;90.3;0.5;3.5;0.1;6.57
"177
Stole Dimitrievski
Rayo Vallecano, 30, GK";;26;2340;-;-;2;-;-;54.6;0.2;3;6.57;;26;2340;-;-;-;-;0.9;-;-;-;6.57;;26;2340;-;-;-;-;-;0.1;-;-;-;6.57;;26;2340;-;-;27.8;54.6;-;5.2;-;6.57
"178
Predrag Rajkovic
Mallorca, 28, GK";;26;2340;-;-;2;-;-;55.8;0.2;2;6.56;;26;2340;-;-;-;-;0.8;-;-;-;6.56;;26;2340;-;-;-;-;0.1;0.1;-;-;-;6.56;;26;2340;-;-;31.7;55.8;-;10.2;-;6.56
"179
Alejandro Balde
Barcelona, 20, D(LR),M(L)";;15(3);1378;-;1;1;-;0.3;88.5;0.7;-;6.56;;15(3);1378;1.1;0.3;0.5;0.3;1.1;0.2;0.1;-;6.56;;15(3);1378;-;1;0.3;0.7;1.1;1;0.2;0.9;1.8;6.56;;15(3);1378;1;0.7;37.2;88.5;0.4;0.7;-;6.56
"180
Lucas Pires
Cadiz, 22, D(L)";;12(7);1231;1;-;5;-;0.5;75.9;0.5;-;6.55;;12(7);1231;2;0.6;0.5;0.2;1.9;0.9;0.2;-;6.55;;12(7);1231;1;-;0.5;0.8;0.6;0.2;0.1;0.7;0.7;6.55;;12(7);1231;-;0.8;23.2;75.9;1;1.1;0.1;6.55
"181
Florian Lejeune
Rayo Vallecano, 32, D(C)";;26;2338;-;1;4;-;1.5;81.7;1.7;-;6.55;;26;2338;0.8;0.5;0.8;0.7;4.3;0.3;0.4;1;6.55;;26;2338;-;1;1.5;0.2;0.1;0.3;0.1;0.1;0.3;6.55;;26;2338;1;0.2;53.7;81.7;-;5.7;-;6.55
"182
César Azpilicueta
Atletico, 34, D(CLR),M(R)";;9(7);949;-;1;3;-;0.1;87;0.9;-;6.55;;9(7);949;1.3;0.8;1.4;-;1.6;0.4;0.3;-;6.55;;9(7);949;-;1;0.1;0.6;0.1;0.5;-;0.3;0.4;6.55;;9(7);949;1;0.6;40.3;87;-;0.7;-;6.55
"183
Iker Muñoz
Osasuna, 21, DMC";;11(6);1062;2;-;2;-;0.9;76.2;2.2;1;6.55;;11(6);1062;0.8;0.4;1.1;0.1;1.6;0.5;0.1;-;6.55;;11(6);1062;2;-;0.9;0.2;0.1;1.8;-;0.2;0.8;6.55;;11(6);1062;-;0.2;34.4;76.2;-;2.2;-;6.55
"184
Juan Iglesias
Getafe, 25, D(LR),M(R)";;13(6);1084;-;2;3;-;0.6;63.3;0.6;1;6.55;;13(6);1084;1.5;0.6;0.6;0.4;1.6;0.4;0.3;-;6.55;;13(6);1084;-;2;0.6;0.5;0.2;0.2;0.1;0.3;0.5;6.55;;13(6);1084;2;0.5;18.2;63.3;0.5;1.5;0.1;6.55
"185
Javi Guerra
Valencia, 20, DMC";;17(6);1592;4;1;3;1;1.1;74.9;0.4;-;6.54;;17(6);1592;1.3;0.4;1.1;-;0.9;1;0.1;-;6.54;;17(6);1592;4;1;1.1;0.5;1.3;1;-;1.5;1.7;6.54;;17(6);1592;1;0.5;24.3;74.9;-;0.9;0.1;6.54
"186
Sergio Ruiz
Granada, 29, DMC";;19(5);1574;-;1;4;-;0.3;86.3;1.2;1;6.54;;19(5);1574;2.2;0.7;1;-;1.2;1.2;0.2;-;6.54;;19(5);1574;-;1;0.3;0.2;0.6;2.1;-;0.5;0.7;6.54;;19(5);1574;1;0.2;35.5;86.3;0.1;1.2;-;6.54
"187
Iza Carcelén
Cadiz, 30, D(R)";;22(2);1921;-;-;2;-;0.3;75.3;0.9;-;6.54;;22(2);1921;1.5;0.9;0.6;0.3;2.3;0.6;0.2;-;6.54;;22(2);1921;-;-;0.3;0.5;0.4;1.3;0.1;0.4;0.6;6.54;;22(2);1921;-;0.5;26.3;75.3;0.3;1.1;-;6.54
"188
Javi López
Deportivo Alaves, 21, D(L)";;15(7);1510;-;3;2;-;0.5;72.5;1;-;6.53;;15(7);1510;0.7;0.1;0.8;0.2;1.9;0.4;0.2;-;6.53;;15(7);1510;-;3;0.5;0.5;1.4;0.7;-;0.7;1;6.53;;15(7);1510;3;0.5;23.2;72.5;0.7;1.6;-;6.53
"189
Beñat Prados
Athletic Club, 23, DMC";;7(9);713;-;-;-;-;0.3;82;0.9;-;6.53;;7(9);713;1.6;0.7;1.1;0.2;1;0.9;0.1;-;6.53;;7(9);713;-;-;0.3;0.4;0.3;1;-;0.9;0.4;6.53;;7(9);713;-;0.4;23.3;82;0.1;0.4;0.1;6.53
"190
Memphis Depay
Atletico, 30, AM(CL),FW";;6(10);604;5;1;1;-;1.7;72.3;0.2;1;6.53;;6(10);604;0.3;0.1;0.8;-;-;0.1;-;-;6.53;;6(10);604;5;1;1.7;0.5;0.8;0.6;0.4;0.9;1.8;6.53;;6(10);604;1;0.5;10.4;72.3;0.1;0.3;0.1;6.53
"191
Jon Pacheco
Real Sociedad, 23, D(C)";;8(6);820;-;1;4;-;0.1;87.9;2.5;1;6.53;;8(6);820;0.9;0.4;1.4;0.9;2.1;0.3;0.4;-;6.53;;8(6);820;-;1;0.1;0.2;0.1;0.1;-;0.1;0.4;6.53;;8(6);820;1;0.2;42.9;87.9;0.1;2;-;6.53
"192
Rafa Marín
Deportivo Alaves, 21, D(C)";;19(4);1640;-;-;4;-;0.4;83.8;1.9;-;6.52;;19(4);1640;0.7;0.8;0.9;0.1;3.8;0.3;0.6;1;6.52;;19(4);1640;-;-;0.4;0.2;0.1;0.5;-;0.1;0.3;6.52;;19(4);1640;-;0.2;28.9;83.8;-;2.8;-;6.52
"193
Sergio Akieme
Almeria, 26, D(L),M(L)";;19;1676;2;-;2;-;0.5;79.8;0.5;-;6.52;;19;1676;1.4;0.5;0.9;0.4;1.7;0.2;0.2;-;6.52;;19;1676;2;-;0.5;0.9;1.1;0.9;0.1;0.8;0.8;6.52;;19;1676;-;0.9;31.3;79.8;0.9;1.8;0.1;6.52
"194
Lucas Torró
Osasuna, 29, DMC";;15(3);1218;-;-;3;-;1.1;75.2;2.6;-;6.52;;15(3);1218;0.9;1.3;1.6;-;1.6;0.7;0.1;-;6.52;;15(3);1218;-;-;1.1;0.2;0.1;0.7;-;0.5;0.5;6.52;;15(3);1218;-;0.2;29.3;75.2;-;1;-;6.52
"195
Jon Guridi
Deportivo Alaves, 29, M(C)";;24(1);1906;-;4;1;-;1;79.6;1.3;-;6.52;;24(1);1906;1.1;0.5;0.6;-;0.6;1.1;0.1;-;6.52;;24(1);1906;-;4;1;1;0.4;0.9;0.1;0.9;1.1;6.52;;24(1);1906;4;1;23.6;79.6;0.1;0.8;0.1;6.52
"196
Juanmi Latasa
Getafe, 22, FW";;12(10);1129;2;-;3;1;1.3;51.8;5;-;6.52;;12(10);1129;0.2;0.1;2.4;-;0.7;0.4;-;-;6.52;;12(10);1129;2;-;1.3;0.5;0.2;1.1;0.2;0.5;2;6.52;;12(10);1129;-;0.5;12.8;51.8;-;0.2;-;6.52
"197
Alfonso Pedraza
Villarreal, 27, D(L),M(L)";;13(1);963;1;2;4;1;0.6;79.8;0.4;-;6.51;;13(1);963;1.6;0.8;0.9;0.3;0.9;0.6;0.4;-;6.51;;13(1);963;1;2;0.6;1.1;0.5;1.1;0.3;0.1;0.9;6.51;;13(1);963;2;1.1;26.9;79.8;0.9;0.7;0.1;6.51
"198
Samu Omorodion
Deportivo Alaves, 19, FW";;15(9);1404;8;1;4;-;2;75.5;1.5;1;6.51;;15(9);1404;0.2;-;0.8;-;0.4;0.1;-;-;6.51;;15(9);1404;8;1;2;0.6;0.7;0.9;0.4;1.2;2.7;6.51;;15(9);1404;1;0.6;9;75.5;-;0.2;-;6.51
"199
Pablo Maffeo
Mallorca, 26, D(LR),M(R)";;13(4);1124;-;2;3;1;0.5;65.5;1.4;-;6.51;;13(4);1124;1.6;0.5;1.1;0.1;0.9;0.9;0.1;-;6.51;;13(4);1124;-;2;0.5;0.5;0.9;0.9;0.2;0.7;1.8;6.51;;13(4);1124;2;0.5;18.9;65.5;0.6;1;0.1;6.51
"200
Roger Martí
Cadiz, 33, FW";;14(2);1055;2;2;2;-;1.4;65.6;0.9;2;6.51;;14(2);1055;0.6;0.4;1.6;-;0.2;0.3;0.1;-;6.51;;14(2);1055;2;2;1.4;0.6;0.1;1.4;0.4;0.9;2.3;6.51;;14(2);1055;2;0.6;14.2;65.6;-;0.3;0.1;6.51
"201
Luís Maximiano
Almeria, 25, GK";;23;2070;-;-;1;-;-;60.3;0.1;1;6.51;;23;2070;-;-;-;-;0.8;-;-;-;6.51;;23;2070;-;-;-;-;0.1;-;-;-;-;6.51;;23;2070;-;-;33;60.3;-;6;-;6.51
"202
Munir El Haddadi
Las Palmas, 28, AM(CLR),FW";;24(2);1917;2;1;3;-;1.3;80.9;0.8;-;6.51;;24(2);1917;1.2;0.3;0.7;-;0.3;0.8;-;-;6.51;;24(2);1917;2;1;1.3;0.5;0.7;1.9;0.5;1.5;1.7;6.51;;24(2);1917;1;0.5;21.2;80.9;0.2;0.7;0.1;6.51
"203
Léo Baptistão
Almeria, 31, AM(CLR),FW";;14(6);1160;4;-;5;1;1.6;61.6;1.8;-;6.51;;14(6);1160;0.8;0.3;0.8;-;0.7;0.6;0.1;-;6.51;;14(6);1160;4;-;1.6;0.6;0.3;1.2;0.4;0.6;1.2;6.51;;14(6);1160;-;0.6;15.1;61.6;0.1;0.4;-;6.51
"204
Iván Balliu
Rayo Vallecano, 32, D(R),M(R)";;22(1);1986;-;-;4;-;0.3;77.7;0.9;-;6.51;;22(1);1986;1.3;1;1;0.3;1.8;0.6;0.3;-;6.51;;22(1);1986;-;-;0.3;0.8;0.2;1;0.3;0.3;0.8;6.51;;22(1);1986;-;0.8;30.3;77.7;0.6;1.5;-;6.51
"205
Rubén García
Osasuna, 30, AM(CLR),FW";;9(10);809;2;1;-;-;0.5;70.7;1;-;6.51;;9(10);809;0.6;0.3;0.6;-;0.4;0.5;0.2;-;6.51;;9(10);809;2;1;0.5;0.9;0.3;0.9;0.2;0.6;0.6;6.51;;9(10);809;1;0.9;18.2;70.7;0.7;0.5;0.1;6.51
"206
Rodrigo Riquelme
Atletico, 23, D(L),M(CL)";;12(10);1001;2;4;1;-;1.1;81.9;0.1;-;6.51;;12(10);1001;0.8;0.3;0.3;-;0.4;1;-;-;6.51;;12(10);1001;2;4;1.1;0.7;0.9;0.7;0.3;0.5;1.4;6.51;;12(10);1001;4;0.7;17.5;81.9;0.5;0.4;-;6.51
"207
Sergi Canós
Valencia, 27, M(LR)";;8(8);658;1;1;-;-;1.2;68.5;0.5;1;6.51;;8(8);658;0.9;0.4;0.3;-;0.1;0.5;0.1;-;6.51;;8(8);658;1;1;1.2;0.3;0.4;0.4;0.1;0.5;1.4;6.51;;8(8);658;1;0.3;12.7;68.5;0.1;0.4;0.1;6.51
"208
Antonio Blanco
Deportivo Alaves, 23, DMC";;20(4);1671;-;-;-;1;0.8;78.5;0.7;-;6.51;;20(4);1671;1.9;1;0.8;-;0.8;1.5;-;-;6.51;;20(4);1671;-;-;0.8;0.6;0.5;1.2;-;0.5;0.6;6.51;;20(4);1671;-;0.6;30.4;78.5;0.2;1.8;-;6.51
"209
Cristhian Stuani
Girona, 37, AM(CLR),FW";;5(19);689;7;2;5;-;1.2;72.1;0.9;2;6.51;;5(19);689;0.5;0.2;0.9;-;0.5;0.1;0.1;-;6.51;;5(19);689;7;2;1.2;0.3;-;0.3;0.1;0.1;0.7;6.51;;5(19);689;2;0.3;4.3;72.1;-;-;-;6.51
"210
Raúl Albiol
Villarreal, 38, D(C)";;20(1);1640;-;1;4;-;0.3;85.8;2.1;-;6.51;;20(1);1640;0.8;0.6;0.8;0.7;4.3;0.4;1;-;6.51;;20(1);1640;-;1;0.3;0.1;-;0.3;-;0.1;0.3;6.51;;20(1);1640;1;0.1;47.7;85.8;-;3;-;6.51
"211
Enzo Loiodice
Las Palmas, 23, DMC";;14(11);1319;-;-;2;-;0.5;82.7;1;-;6.51;;14(11);1319;1.6;0.4;1;-;0.5;0.8;0.1;-;6.51;;14(11);1319;-;-;0.5;0.3;0.8;1.2;-;1;1.2;6.51;;14(11);1319;-;0.3;31.7;82.7;0.2;0.6;-;6.51
"212
Ignasi Miquel
Granada, 31, D(C)";;23(1);2092;1;1;5;-;0.7;83;1.8;-;6.50;;23(1);2092;1.3;1.3;1;1.3;3.8;0.5;0.3;-;6.50;;23(1);2092;1;1;0.7;0.3;0.3;0.8;-;0.1;0.5;6.50;;23(1);2092;1;0.3;46.6;83;-;2.5;-;6.50
"213
Adri Embarba
Almeria, 31, AM(CLR),FW";;19(5);1578;-;-;3;-;1.5;73.3;0.7;-;6.50;;19(5);1578;1.5;0.4;1.2;-;0.3;0.7;-;-;6.50;;19(5);1578;-;-;1.5;1.3;1.3;1.1;0.5;1;1.8;6.50;;19(5);1578;-;1.3;20.2;73.3;0.9;1;-;6.50
"214
Héctor Bellerín
Real Betis, 28, D(R),M(R)";;17(1);1407;-;-;-;1;-;80.2;0.8;-;6.50;;17(1);1407;1.6;1;0.9;0.5;1.6;1.4;0.3;1;6.50;;17(1);1407;-;-;-;0.7;0.6;0.4;0.1;0.8;1;6.50;;17(1);1407;-;0.7;35.7;80.2;0.2;1.2;-;6.50
"215
Fran García
Real Madrid, 24, D(L)";;11(7);1009;-;4;1;-;0.4;89.2;0.3;-;6.50;;11(7);1009;0.8;0.8;0.4;-;0.8;0.6;0.1;-;6.50;;11(7);1009;-;4;0.4;0.8;0.3;0.6;0.5;0.2;1.2;6.50;;11(7);1009;4;0.8;32.3;89.2;0.4;0.9;-;6.50
"216
Aridane Hernández
Rayo Vallecano, 34, D(C)";;16;1421;-;-;3;-;0.3;85.3;1.8;-;6.49;;16;1421;0.6;0.7;0.6;1.1;5.4;0.3;0.6;-;6.49;;16;1421;-;-;0.3;0.1;0.1;0.6;-;-;0.3;6.49;;16;1421;-;0.1;38.4;85.3;-;2.5;-;6.49
"217
Antonio Sánchez
Mallorca, 26, D(R),M(CR)";;16(3);1082;3;1;3;-;1.1;71.1;0.3;-;6.49;;16(3);1082;1.1;0.5;1;-;0.4;0.9;0.3;-;6.49;;16(3);1082;3;1;1.1;0.5;0.5;0.6;0.1;1;1.8;6.49;;16(3);1082;1;0.5;18.6;71.1;0.4;0.8;-;6.49
"218
Fran Pérez
Valencia, 21, AM(R)";;21(4);1645;1;3;4;-;0.6;80.1;0.1;-;6.49;;21(4);1645;1.1;0.4;1.1;-;0.1;0.9;-;-;6.49;;21(4);1645;1;3;0.6;0.6;1.4;0.8;0.3;1.5;2.1;6.49;;21(4);1645;3;0.6;16.5;80.1;0.2;0.3;0.1;6.49
"219
Kike García
Deportivo Alaves, 34, FW";;10(13);939;3;-;3;-;1.8;69.6;1.6;-;6.49;;10(13);939;0.1;-;0.7;-;0.4;0.2;0.2;-;6.49;;10(13);939;3;-;1.8;0.5;0.5;1.2;0.3;0.6;1.7;6.49;;10(13);939;-;0.5;8.4;69.6;0.1;0.3;-;6.49
"220
Martin Valjent
Mallorca, 28, D(C)";;21;1793;-;-;3;-;0.2;80.2;1.7;1;6.49;;21;1793;1.3;1.1;1;0.3;4;0.5;0.5;-;6.49;;21;1793;-;-;0.2;0.1;-;0.3;-;-;0.6;6.49;;21;1793;-;0.1;33.9;80.2;-;2.4;-;6.49
"221
Gabriel Paulista
Valencia, 33, D(CR)";;16(2);1401;-;-;4;1;0.4;86.1;1.6;-;6.49;;16(2);1401;0.6;1.3;0.6;0.8;4.3;0.3;0.4;-;6.49;;16(2);1401;-;-;0.4;0.1;-;0.2;-;0.1;0.1;6.49;;16(2);1401;-;0.1;45.1;86.1;-;3.3;0.1;6.49
"222
Abdel Abqar
Deportivo Alaves, 24, D(C)";;17;1526;-;-;6;-;0.5;73.7;1.8;-;6.49;;17;1526;1.2;0.9;1.5;0.5;4.5;0.6;0.8;1;6.49;;17;1526;-;-;0.5;0.1;0.2;1;0.1;0.1;0.5;6.49;;17;1526;-;0.1;30.6;73.7;-;3.4;-;6.49
"223
Jesús Navas
Sevilla, 38, D(R),M(R)";;16(3);1341;-;-;4;1;0.2;77.2;0.5;-;6.48;;16(3);1341;1.6;0.9;0.5;0.1;1.5;0.7;0.3;-;6.48;;16(3);1341;-;-;0.2;0.7;0.4;0.4;-;0.2;0.8;6.48;;16(3);1341;-;0.7;33.6;77.2;0.8;2.6;-;6.48
